No,Fecha de registro,departamento revisado,municipio revisado,Cultivo,Variedad o hibrido,Edad del cultivo (AÑOS),"Parte de la planta a analizar (toda la planta, parte aérea, raíz, tubérculo, tallo, hoja, flor, fruto, semilla)","Sintomatología (tamaño, color, deformación)",Fertilizantes aplicados anteriormente,"Rendimiento del cultivo (bueno, regular, malo)",Nitrógeno (N) % STD,Fósforo (P) % STD,Potasio (K) % STD,Calcio (Ca) % STD,Magnesio (Mg) % STD,Sodio (Na) % STD,Azufre (S) % STD,Hierro (Fe) mg/kg STD,Cobre (Cu) mg/kg STD,Manganeso (Mn) mg/kg STD,Zinc (Zn) mg/kg STD,Boro (B) mg/kg STD,_depto_norm,_cultivo_norm
"4,082",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.41,0.13,0.6,2.26,0.25,,0.18,74.17,7.52,123.41,11.1,55.09,MAGDALENA,Mango
"4,083",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.53,0.19,0.96,1.72,0.19,,0.15,24.43,5.9,109.45,13.62,33.24,MAGDALENA,Mango
"4,084",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.64,0.16,0.73,1.54,0.21,,0.16,28.22,4.76,97.8,10.54,48.64,MAGDALENA,Mango
"4,085",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.46,0.15,0.74,2.26,0.21,,0.16,35.73,3.03,241.25,9.72,74.9,MAGDALENA,Mango
"4,086",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.58,0.15,1.09,1.64,0.18,,0.16,30.07,7.36,211.63,11.19,62.95,MAGDALENA,Mango
"4,087",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.33,0.12,0.75,2.97,0.22,,0.19,36.22,3.79,380.81,12.2,91.88,MAGDALENA,Mango
"4,088",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.43,0.1,0.64,2.73,0.24,,0.19,46.26,2.8,151.62,11.78,21.92,MAGDALENA,Mango
"4,089",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.48,0.15,0.74,2.52,0.16,,0.18,33.22,2.52,180.42,9.52,84.31,MAGDALENA,Mango
"4,090",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.53,0.16,0.7,1.8,0.18,,0.16,34.48,1.9,241.68,12.99,56.98,MAGDALENA,Mango
"4,091",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.25,0.16,0.92,1.96,0.23,,0.16,37.5,4.82,188.3,13.21,52.57,MAGDALENA,Mango
"4,092",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.35,0.15,0.83,2.14,0.25,,0.17,41.1,5.41,111.3,12.3,92.17,MAGDALENA,Mango
"4,093",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.3,0.16,0.9,2.6,0.31,,0.18,38.33,5.1,163.32,12.43,85.09,MAGDALENA,Mango
"4,094",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.72,0.07,1.17,0.28,0.08,,0.06,14.91,,8.82,5.73,6.35,MAGDALENA,Mango
"4,095",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.95,0.09,0.98,0.15,0.09,,0.06,11.91,,,7.8,8.08,MAGDALENA,Mango
"4,096",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.91,0.09,0.93,0.14,0.08,,0.07,35.11,,,6.29,7.92,MAGDALENA,Mango
"4,097",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.84,0.09,1.23,0.24,0.08,,0.07,11.0,2.39,5.8,5.44,7.77,MAGDALENA,Mango
"4,098",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.74,0.07,0.93,0.15,0.08,,0.06,12.95,3.13,5.36,5.35,3.36,MAGDALENA,Mango
"4,099",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.84,0.07,0.98,0.29,0.09,,0.06,10.28,,5.52,5.62,6.82,MAGDALENA,Mango
"4,100",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.65,0.07,1.04,0.23,0.09,,0.05,11.82,2.79,,4.37,6.19,MAGDALENA,Mango
"4,101",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,1.03,0.13,1.17,0.2,0.15,,0.07,19.22,,5.07,5.24,10.75,MAGDALENA,Mango
"4,102",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.89,0.08,1.19,0.19,0.14,,0.06,15.06,2.13,5.85,6.54,11.23,MAGDALENA,Mango
"4,103",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.81,0.12,1.2,0.18,0.13,,0.07,30.55,4.09,,6.97,11.54,MAGDALENA,Mango
"4,104",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.69,0.09,0.9,0.21,0.1,,0.06,14.66,4.49,,4.95,10.44,MAGDALENA,Mango
"4,105",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.74,0.09,1.26,0.22,0.11,,0.06,16.26,4.86,8.78,7.64,13.43,MAGDALENA,Mango
"4,106",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.81,0.08,1.08,0.21,0.11,,0.06,13.38,3.77,5.88,6.28,12.48,MAGDALENA,Mango
"4,107",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.85,0.09,1.02,0.23,0.12,,0.06,12.37,3.01,12.24,7.4,10.75,MAGDALENA,Mango
"4,108",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.74,0.08,1.03,0.21,0.09,,0.05,14.89,5.21,13.56,7.28,12.33,MAGDALENA,Mango
"4,109",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.61,0.07,0.91,0.25,0.11,,0.06,14.23,3.69,15.49,6.64,13.27,MAGDALENA,Mango
"4,110",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.64,0.06,0.92,0.18,0.1,,0.05,11.43,,,4.48,9.18,MAGDALENA,Mango
"4,111",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.7,0.08,0.91,0.21,0.09,,0.05,12.71,1.87,7.14,5.49,10.44,MAGDALENA,Mango
"4,112",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.79,0.07,0.84,0.31,0.09,,0.05,11.2,,27.19,5.99,12.48,MAGDALENA,Mango
"4,113",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.64,0.08,1.16,0.24,0.11,,0.06,12.43,3.24,6.12,6.52,10.44,MAGDALENA,Mango
"4,114",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.72,0.08,0.98,0.26,0.11,,0.06,13.69,5.6,,6.44,13.74,MAGDALENA,Mango
"4,115",2019 Apr 30 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.55,0.08,0.96,0.28,0.09,,0.06,12.89,4.76,,6.22,11.7,MAGDALENA,Mango
"4,268",2019 May 07 12:00:00 AM,MAGDALENA,CIÉNAGA,MANGO,AZÙCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.81,0.12,0.51,0.19,0.09,,0.07,20.02,2.05,15.7,6.42,8.55,MAGDALENA,Mango
"4,269",2019 May 07 12:00:00 AM,MAGDALENA,CIÉNAGA,MANGO,AZÙCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.79,0.14,0.7,0.2,0.07,,0.07,16.6,3.52,12.18,5.7,12.48,MAGDALENA,Mango
"4,270",2019 May 07 12:00:00 AM,MAGDALENA,CIÉNAGA,MANGO,AZÙCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.29,0.13,0.58,0.53,0.22,,0.17,29.63,3.85,177.11,9.56,146.97,MAGDALENA,Mango
"4,324",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.33,0.23,0.77,0.55,0.29,,0.18,55.55,5.28,76.48,18.76,18.21,MAGDALENA,Palma de aceite
"4,325",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.3,0.21,0.88,0.49,0.3,,0.18,49.81,4.06,34.34,11.5,19.51,MAGDALENA,Palma de aceite
"4,326",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.3,0.21,0.66,0.62,0.21,,0.18,58.51,4.08,69.31,10.06,20.82,MAGDALENA,Palma de aceite
"4,327",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.26,0.22,0.76,0.52,0.21,,0.17,73.03,4.67,77.81,14.0,16.08,MAGDALENA,Palma de aceite
"4,328",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.18,0.21,0.64,0.59,0.16,,0.18,45.06,3.3,110.56,11.45,15.59,MAGDALENA,Palma de aceite
"4,329",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.57,0.23,0.68,0.64,0.24,,0.2,69.14,5.43,82.33,16.21,21.31,MAGDALENA,Palma de aceite
"4,330",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.41,0.22,0.86,0.53,0.19,,0.18,61.09,5.47,88.01,11.38,14.45,MAGDALENA,Palma de aceite
"4,331",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA Y 0X6,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.46,0.22,0.9,0.68,0.14,,0.19,74.08,4.7,79.14,11.78,20.17,MAGDALENA,Palma de aceite
"4,332",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA Y 0X6,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.42,0.24,0.69,0.59,0.18,,0.17,54.48,7.04,70.56,8.13,26.21,MAGDALENA,Palma de aceite
"4,333",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.5,0.26,0.85,0.48,0.28,,0.18,55.12,5.74,109.13,11.26,20.17,MAGDALENA,Palma de aceite
"4,334",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.25,0.25,0.91,0.55,0.15,,0.17,41.01,5.35,81.58,12.52,16.08,MAGDALENA,Palma de aceite
"4,335",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.67,0.25,0.79,0.49,0.18,,0.17,76.48,5.65,75.67,23.53,20.17,MAGDALENA,Palma de aceite
"4,336",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.56,0.27,0.85,0.48,0.24,,0.19,55.26,5.15,50.76,12.64,38.13,MAGDALENA,Palma de aceite
"4,337",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.26,0.24,0.79,0.44,0.18,,0.17,51.02,4.66,49.36,11.98,25.55,MAGDALENA,Palma de aceite
"4,338",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,0X6,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.31,0.23,0.64,0.66,0.23,,0.17,61.57,8.5,28.26,11.71,13.14,MAGDALENA,Palma de aceite
"4,339",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,0X6,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.54,0.29,1.07,0.61,0.2,,0.18,75.57,11.74,18.44,12.4,18.53,MAGDALENA,Palma de aceite
"4,340",2019 May 20 12:00:00 AM,MAGDALENA,SANTA MARTA,PALMA DE ACEITE,0X6 Y TENERA,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.19,0.26,0.77,0.79,0.16,,0.18,60.56,5.05,94.32,13.0,17.72,MAGDALENA,Palma de aceite
"4,465",2019 Jun 05 12:00:00 AM,CESAR,AGUACHICA,ARROZ,VARIEDAD FEDEARROZ 70,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.53,0.29,2.37,0.3,0.17,0.06,0.28,2065.19,9.35,499.07,34.3,5.76,CESAR,Arroz
"4,466",2019 Jun 05 12:00:00 AM,CESAR,AGUACHICA,ARROZ,VARIEDAD FEDEARROZ 70,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.19,0.26,2.38,0.41,0.16,0.05,0.3,1440.39,9.79,455.97,34.77,5.6,CESAR,Arroz
"4,467",2019 Jun 05 12:00:00 AM,CESAR,AGUACHICA,ARROZ,VARIEDAD FEDEARROZ 70,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.0,0.2,2.2,0.33,0.19,0.06,0.26,3585.39,9.73,481.67,37.05,5.92,CESAR,Arroz
"4,468",2019 Jun 05 12:00:00 AM,CESAR,AGUACHICA,ARROZ,VARIEDAD FEDEARROZ 70,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.52,0.2,1.51,0.33,0.28,0.12,0.38,17913.39,18.73,613.65,78.6,9.3,CESAR,Arroz
"4,469",2019 Jun 05 12:00:00 AM,CESAR,AGUACHICA,ARROZ,VARIEDAD FEDEARROZ 70,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.41,0.17,1.44,0.26,0.21,0.11,0.46,7962.84,20.46,493.03,92.26,7.05,CESAR,Arroz
"4,470",2019 Jun 05 12:00:00 AM,CESAR,AGUACHICA,ARROZ,VARIEDAD FEDEARROZ 70,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.11,0.13,1.47,0.28,0.28,0.11,0.39,11727.99,20.97,446.99,79.3,8.01,CESAR,Arroz
"4,504",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.72,0.12,1.69,1.58,0.29,,0.28,68.63,3.91,8.58,16.95,24.82,MAGDALENA,Cítricos
"4,505",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.78,0.12,1.72,1.62,0.3,,0.27,70.89,4.1,8.49,16.66,23.68,MAGDALENA,Cítricos
"4,506",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.72,0.12,1.42,1.87,0.29,,0.31,82.86,3.82,9.75,14.59,40.66,MAGDALENA,Cítricos
"4,507",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,3.11,0.14,1.34,1.58,0.25,,0.3,76.45,5.52,,16.27,25.47,MAGDALENA,Cítricos
"4,508",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.75,0.08,1.26,2.43,0.19,0.05,0.39,114.72,1.63,24.04,10.53,46.54,MAGDALENA,Cítricos
"4,509",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.39,0.09,1.72,2.31,0.17,0.04,0.36,121.21,4.2,15.67,8.41,35.6,MAGDALENA,Cítricos
"4,510",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.53,0.12,2.02,1.24,0.18,,0.28,88.2,5.33,,14.98,19.27,MAGDALENA,Cítricos
"4,511",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.44,0.08,1.9,2.59,0.18,0.03,0.35,104.73,4.82,16.53,9.16,28.58,MAGDALENA,Cítricos
"4,512",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.64,0.1,1.69,1.56,0.3,,0.26,97.32,4.69,,17.59,18.29,MAGDALENA,Cítricos
"4,513",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.42,0.1,1.35,1.54,0.29,,0.25,73.53,3.88,,16.63,28.74,MAGDALENA,Cítricos
"4,514",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.5,0.11,1.36,1.94,0.25,0.03,0.31,77.98,4.48,,15.0,32.66,MAGDALENA,Cítricos
"4,515",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.61,0.11,1.39,1.39,0.28,,0.27,69.33,4.05,,13.42,24.33,MAGDALENA,Cítricos
"4,516",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.82,0.14,1.48,1.29,0.32,,0.28,83.3,4.66,6.39,17.99,32.98,MAGDALENA,Cítricos
"4,517",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,3.11,0.13,1.43,1.51,0.26,,0.33,71.59,5.03,,21.47,39.11,MAGDALENA,Cítricos
"4,518",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,3.12,0.14,1.74,1.22,0.29,,0.29,71.5,4.55,,15.34,22.04,MAGDALENA,Cítricos
"4,519",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.82,0.14,1.62,1.64,0.38,,0.3,83.37,5.01,,15.14,37.39,MAGDALENA,Cítricos
"4,520",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.9,0.12,1.49,1.67,0.32,,0.3,69.22,3.93,,15.08,29.39,MAGDALENA,Cítricos
"4,521",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.99,0.12,1.9,1.71,0.25,,0.29,89.15,4.87,5.77,13.51,22.37,MAGDALENA,Cítricos
"4,522",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,3.18,0.14,1.81,1.68,0.28,,0.33,82.46,6.05,5.74,16.27,22.04,MAGDALENA,Cítricos
"4,523",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.94,0.15,2.0,1.67,0.31,,0.33,68.15,4.54,5.49,14.3,27.43,MAGDALENA,Cítricos
"4,524",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.97,0.09,1.19,2.06,0.25,0.04,0.38,88.72,7.9,,19.53,51.93,MAGDALENA,Cítricos
"4,525",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.9,0.11,1.09,2.14,0.33,,0.34,87.87,8.96,,16.79,32.0,MAGDALENA,Cítricos
"4,526",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.73,0.09,1.32,2.37,0.31,0.03,0.36,96.88,5.28,,16.33,28.58,MAGDALENA,Cítricos
"4,527",2019 Jun 17 12:00:00 AM,MAGDALENA,CIÉNAGA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.9,0.1,1.05,2.27,0.35,0.03,0.34,121.07,6.24,,17.59,36.25,MAGDALENA,Cítricos
"4,528",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.0,0.18,0.88,1.68,0.2,0.05,0.4,121.98,2.56,,7.99,58.46,MAGDALENA,Cítricos
"4,529",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.3,0.18,0.93,2.17,0.24,0.03,0.28,133.17,3.11,20.97,10.57,68.26,MAGDALENA,Cítricos
"4,530",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.12,0.21,0.95,1.99,0.26,0.04,0.34,185.97,4.35,17.49,13.89,57.31,MAGDALENA,Cítricos
"4,531",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.05,0.2,0.88,2.31,0.28,0.03,0.29,124.66,2.26,15.67,12.63,48.66,MAGDALENA,Cítricos
"4,532",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.03,0.18,0.78,1.85,0.23,0.06,0.31,171.49,2.08,,10.97,49.48,MAGDALENA,Cítricos
"4,533",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.09,0.16,1.15,1.68,0.24,0.03,0.33,128.54,1.86,14.69,9.83,50.29,MAGDALENA,Cítricos
"4,534",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.03,0.2,1.13,1.6,0.29,0.03,0.33,172.58,,15.23,9.22,46.7,MAGDALENA,Cítricos
"4,535",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.01,0.22,0.85,1.54,0.3,0.03,0.33,145.78,,6.05,7.24,44.58,MAGDALENA,Cítricos
"4,536",2019 Jun 17 12:00:00 AM,MAGDALENA,SANTA MARTA,CÍTRICOS,CÍTRICOS,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,2.15,0.19,0.86,2.32,0.35,0.03,0.35,242.5,,33.45,19.57,75.11,MAGDALENA,Cítricos
